END,
25,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.18743,1.30771,1.69131,0.25,1.46399,1,1,2.06818,1,1.24368,1.56722,1.00218,1.64024,1,1,1.44791,1.10307,0.25,1.16446,1.41549,1.36975,1.49361,1.30931,1.19374,
26,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,3.59642,0.25,1,1.38957,1.04817,1.36694,1.63742,1.19382,1.14426,1,1,0.25,1.77657,1.36492,1.2525,1.18905,1.25522,0.96064,1.37987,1.19912,0.758491,1.96632,0.25,1.19684,
27,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.16394,0.118179,1.17154,0.195331,1.90557,1.27909,1.10458,1.51932,0.292692,1.7009,1.44905,0.621067,1.29409,-1.38618,1.22654,1.54646,1.20617,1.27145,1.4117,1,1.18614,1,0.25,1.2871,
28,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.4085,1,1.47805,2.33804,1.11087,1.63055,1.26881,1,-2.30252,1.2468,1,1.74563,1.25313,1,1,1.2977,1.63172,1,1.43172,1.29845,1.29336,1.57075,1.13892,1.26748,
END,
25,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,2.26448,-1.43853,1.19478,1.45275,1.21572,1,-2.4228,1,1.21829,1.80304,1,1.2823,0.25,1.77804,1,1.23042,1,1.26982,1,1.28979,0.25,1.38022,1.57149,1,
26,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.31201,1.56939,1.38953,1.58913,1.2495,1,1,1.17494,1.29787,1.48232,1,1.13567,1.72706,1,1.29437,1.5162,0.673852,1.46881,1.54106,0.272007,1.23493,1.26151,1.34669,1.12473,
27,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.86511,1,1,1.10005,1,1.44846,1.44691,1.30566,1,-0.321946,1.14647,-2.29281,0.442553,1.61863,1.27228,1.15064,1.58821,1.22258,1.17466,1.14455,1.64283,1.13036,1.16993,0.178704,
28,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,-0.781925,1.29705,1.74413,1.11379,1.20227,1,1.48824,1,1.12247,1.24564,1,1.15353,1.14074,0.25,1,0.25,0.25,1,1.00493,1.26251,1,1.27954,0.25,1.1936,
END,
25,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.40602,1.32912,1.43749,0.281145,-1.85224,1.2863,1,0.25,1.39449,1.23654,1,1,-0.0710453,1.41815,0.25,1.22566,1,2.63308,0.25,1.18096,1.16788,1.11005,1.10856,1.22553,
26,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,0.25,1.22813,1.15795,1.06846,1.76862,0.25,1.2995,1.21984,1,1.6406,1.23607,1.34741,1.11863,1.2525,1.29923,0.25,1.22327,1,1.22733,1.24255,2.23189,1,1.64492,
27,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,0.25,1.37505,1.10884,1.25252,1.27909,1.40852,1.44131,0.25,1.71751,1.26227,0.514356,1.11343,1.40826,1.14608,0.0657829,2.03698,1,1.42491,0.588575,1.41531,1,1.19208,1.59275,
28,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.15826,1,1.13927,1.65985,1.36861,-0.830977,0.25,1.13581,1.65815,1,1.44012,1.49046,1.11677,1.1088,1.15326,1,1,2.44898,1.51601,1,1.10531,1,0.544861,1,
END,
25,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.3803,1.13132,1,1,1.2341,1,1.20231,1.30567,1,1.26878,0.25,1,1.16095,1.18068,1.45205,1,1.55475,1.25239,1,1.14802,1.39097,1.20156,2.17937,1.53663,
26,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.66079,2.56925,1.13143,1.1991,1,1,1,1.3205,1.15986,1.50206,1.36359,0.25,1.92887,1,1.46217,-0.110617,1.41684,1.49886,1.49556,1.19912,1.29583,1.36465,0.25,1,
27,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.47384,1.1957,1.15426,0.25,1.10934,1.61282,1.10458,1.40322,0.25,1.1798,1.10974,1.18043,1.49031,1.67981,1,1.67871,1.50154,-0.778981,0.25,1,1.27416,1.69862,1.47893,1.51223,
28,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,-2.84974,1.52437,1.23115,1.60605,1.11087,1.26076,1.55517,1.30586,1.06256,1.2468,1,1.37562,1.11677,0.25,1.31757,1.51313,1.37909,1.10805,1.43172,-1.49867,1.25892,1.27229,1.13892,2.54124,
END,
25,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,0.25,1.17009,1.35627,1.2286,1.29586,1.57202,0.0319603,1.01365,1.13348,1,1,1,1.20917,0.25,1,0.842401,1.22313,1.11805,1.11834,1.23764,1.11994,1.1156,1.13384,1.16997,
26,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,0.25,1.1961,1.25332,1.15094,1,1.18774,1.14115,1.17091,1,1.66611,-1.0306,1.59967,-0.712525,1,1.26453,1.34121,1.25029,2.96653,1,1.13063,1.23493,1.54379,1.3074,1,
27,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,0.25,2.02965,1.16824,1.48094,1.32829,1.71721,1.16971,1.75754,0.281737,1,1.11841,1.3025,1.27596,1.52132,1.19796,1,1,1,1.17466,-1.44089,1.18614,2.77824,1.34485,0.968672,
28,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,-2.04401,1,1.11392,1.15861,2.81457,1.11039,0.25,1.60857,1,1.24564,1,1.15353,1.37815,1,1.11662,1,1.29902,1,-0.538567,0.25,1.15555,1.43834,1,1.41796,
END,
25,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.64198,1.17009,1.35627,1.42306,0.317819,1.18151,1,0.317927,-1.48263,0.937694,1.66743,1,-2.73794,1,1.34099,-0.0735022,1.91853,1.23106,1.4042,1.42502,1.11994,1.58055,1.27641,1.52848,
26,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.11168,1,1.3744,1.48892,1.48112,1.18774,1.14699,1.39496,1.6677,0.838212,1.5276,1,1.32223,1.15319,1.4615,1.33655,1,1.35846,1.63137,1.57128,1,1.54379,1.16088,1.12473,
27,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.39091,1.27191,0.25,1.44135,1.29462,1.87879,0.25,1,1.17854,1.28592,1.28095,0.25,1.21602,1.21643,1,1.51646,0.399374,1,1.17466,1.26403,1.30932,1,1.2024,3.05966,
28,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1.17548,1.49153,1.11317,3.09867,1.14727,1.37207,1,1,1.20048,1.28503,0.25,1.75469,1.17477,1.54671,0.306209,1.60589,1.42381,1.11823,-2.24973,1.15555,1.26835,1,0.25,
END,
25,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.18743,1.18724,1.48154,0.25,0.319112,1,1.23686,0.25,1.17103,1.23654,1.28095,0.25,1.43183,2.85064,1.2262,1.24889,1.70612,1.11046,1.26933,1.43985,0.25,1.49361,1.30931,1.65169,
26,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1,1.2353,1,1.13793,1,1.14699,1.18995,1.52901,1.22163,1,2.21769,1.44794,1.21763,1,1,1,1.50898,1,2.9306,0.0363606,2.23189,1.36591,1.28903,
27,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.73696,1.13953,0.25,1.31332,1.19712,1.27909,1.14612,1.15238,1,1.45299,-2.41475,-2.76517,1.44402,1.582,1,1.43607,2.03698,1,1.66653,1.29768,1.1175,1,1.35787,1.59275,
28,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1,1.20337,1.29964,1.18774,1.14727,-2.9269,1,1.47884,1.27437,0.629527,0.284387,1.13757,1.17477,1,1.2977,1.93523,2.43825,1.0393,1,1.29336,1.24043,1.27781,0.25,
END,
25,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,2.50551,1.1865,2.83144,1.18392,-0.255007,0.710714,2.26703,1.418,1.21829,-2.30039,1,1.15755,1.12677,1.75972,1.21145,0.25,1,1.23388,1,1.46992,1.11994,1,1.21029,1.19374,
26,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,-2.44132,1.73587,1.39007,1,1.12991,1.22763,1,0.25,1.12126,2.20199,2.11227,0.25,3.21588,1.16547,0.25,1.1269,1.24933,1.74156,-0.00519106,1.76667,1,1.39992,1.16088,1.12473,
27,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.5231,1.26953,2.49315,1.47664,1.29631,3.11514,1.47173,1.24023,1.19509,2.6145,1,1.55669,1.23389,1.52709,-0.0405217,-2.21915,1.17968,1.34656,1.27523,1,1.41056,1.3924,1.24513,1.22488,
28,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1.27211,1.20733,1.28722,2.33804,1.4137,1.62948,1.13129,1.25234,1.61995,-2.93253,1,1.20167,1.4581,-1.75852,1,0.25,1.14585,1.1087,1.5786,1,-1.53565,-0.565502,0.25,1.74159,
END,
